crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Carrot,Loam Soil,Seedling Stage,35,23,84.7,0
Wheat,Alluvial Soil,Harvest,100,37,37.3,0
Wheat,Alluvial Soil,Harvest,35,22,74.0,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,9,32,81.7,0
Wheat,Black Soil,Flowering,5,34,60.6,0
Chilli,Chalky Soil,Germination,15,34,63.0,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,20,14,90.3,0
Wheat,Clay Soil,Germination,13,19,88.3,0
Wheat,Sandy Soil,Germination,65,13,90.4,0
Chilli,Sandy Soil,Pollination,29,37,73.9,1
Carrot,Loam Soil,Seedling Stage,10,46,15.2,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,7,26,81.6,0
Chilli,Sandy Soil,Flowering,57,31,58.7,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,44,16.3,1
Tomato,Clay Soil,Seedling Stage,73,24,83.7,0
Potato,Loam Soil,Seedling Stage,63,30,51.2,0
Tomato,Red Soil,Flowering,41,43,38.5,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,15,42,46.3,1
Wheat,Black Soil,Pollination,22,28,72.2,1
Potato,Loam Soil,Pollination,94,32,64.6,0
Chilli,Chalky Soil,Germination,26,46,15.6,1
Chilli,Chalky Soil,Flowering,22,31,66.4,1
Wheat,Sandy Soil,Harvest,44,41,43.2,1
Wheat,Sandy Soil,Pollination,55,41,32.1,1
Wheat,Black Soil,Seedling Stage,50,38,58.6,1
Chilli,Chalky Soil,Germination,2,29,72.0,1
Potato,Clay Soil,Pollination,28,23,80.0,0
Chilli,Black Soil,Seedling Stage,15,20,79.2,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,90,29,77.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,29,28,82.1,1
Wheat,Alluvial Soil,Maturation,44,30,68.6,1
Chilli,Red Soil,Seedling Stage,6,32,66.7,1
Wheat,Red Soil,Harvest,24,43,15.0,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,41,29,82.1,0
Chilli,Red Soil,Seedling Stage,27,15,91.0,0
Carrot,Clay Soil,Seedling Stage,21,37,35.4,1
Wheat,Red Soil,Pollination,91,32,60.5,0
Wheat,Loam Soil,Pollination,78,34,82.6,0
Wheat,Red Soil,Flowering,24,18,89.3,0
Potato,Clay Soil,Germination,13,20,82.2,0
Wheat,Red Soil,Pollination,98,32,63.1,0
Wheat,Clay Soil,Harvest,17,24,84.9,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,27,37,42.1,0
Carrot,Sandy Soil,Germination,39,25,83.7,0
Tomato,Loam Soil,Seedling Stage,43,27,91.0,0
Carrot,Sandy Soil,Flowering,7,41,38.2,1
Tomato,Clay Soil,Flowering,21,36,63.8,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,98,20,38.1,0
Carrot,Sandy Soil,Pollination,4,28,85.4,0
Wheat,Black Soil,Harvest,48,34,45.9,0
Tomato,Loam Soil,Flowering,24,21,85.6,1
Wheat,Clay Soil,Flowering,95,28,56.4,0
Carrot,Sandy Soil,Seedling Stage,68,33,56.3,0
Wheat,Alluvial Soil,Flowering,20,20,85.5,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,13,28,51.5,1
Wheat,Clay Soil,Maturation,34,30,40.5,0
Tomato,Loam Soil,Seedling Stage,16,18,86.5,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,59,35,38.7,1
Tomato,Clay Soil,Seedling Stage,13,45,32.8,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,44,17,86.7,0
Tomato,Red Soil,Seedling Stage,14,30,81.0,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,68,21,82.1,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,71,29,67.2,0
Chilli,Red Soil,Seedling Stage,25,13,91.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,51,20,69.6,0
Wheat,Black Soil,Seedling Stage,17,35,33.7,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,78,31,82.0,0
Wheat,Black Soil,Harvest,90,33,48.4,0
Chilli,Chalky Soil,Seedling Stage,38,27,68.9,0
Wheat,Black Soil,Pollination,95,30,47.8,0
Wheat,Red Soil,Harvest,100,34,72.5,0
Wheat,Black Soil,Harvest,11,30,66.9,1
Carrot,Clay Soil,Germination,56,36,51.1,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,100,31,73.4,0
Wheat,Clay Soil,Pollination,89,30,59.2,0
Wheat,Clay Soil,Pollination,81,24,81.6,0
Tomato,Red Soil,Seedling Stage,18,17,82.6,0
Chilli,Loam Soil,Vegetative Growth / Root or Tuber Development,39,22,60.2,1
Potato,Sandy Soil,Pollination,4,46,16.4,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,61,19,83.1,0
Wheat,Sandy Soil,Germination,28,31,49.0,1
Chilli,Loam Soil,Seedling Stage,19,46,15.0,1
Wheat,Red Soil,Harvest,22,40,46.1,1
Wheat,Black Soil,Harvest,81,31,65.4,1
Wheat,Sandy Soil,Pollination,2,21,82.4,0
Chilli,Chalky Soil,Seedling Stage,13,15,85.7,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,63,43,45.6,1
Tomato,Clay Soil,Seedling Stage,24,21,81.8,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,20,21,86.7,0
Wheat,Black Soil,Harvest,27,18,89.6,0
Wheat,Red Soil,Maturation,42,46,17.1,1
Carrot,Chalky Soil,Flowering,30,34,40.6,1
Potato,Clay Soil,Seedling Stage,26,39,34.8,1
Potato,Loam Soil,Maturation,11,13,57.3,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,46,44,21.3,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,49,16,83.8,0
Carrot,Clay Soil,Seedling Stage,2,17,85.7,0
Wheat,Red Soil,Pollination,32,28,62.3,1
Carrot,Sandy Soil,Pollination,100,24,68.9,0
Wheat,Black Soil,Seedling Stage,34,25,85.7,0
Potato,Sandy Soil,Germination,30,37,42.3,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,1,18,82.8,0
Tomato,Loam Soil,Germination,90,26,56.0,0
Chilli,Alluvial Soil,Flowering,27,15,87.7,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,18,27,68.8,0
Wheat,Sandy Soil,Maturation,36,16,85.1,0
Tomato,Red Soil,Seedling Stage,54,14,84.0,1
Carrot,Sandy Soil,Harvest,17,45,28.1,1
Wheat,Alluvial Soil,Maturation,64,34,53.7,1
Carrot,Loam Soil,Pollination,82,40,56.6,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,3,19,86.7,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,38,29,81.5,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,70,30,43.2,0
Carrot,Clay Soil,Pollination,25,45,31.9,1
Carrot,Loam Soil,Pollination,13,14,86.9,0
Tomato,Loam Soil,Seedling Stage,34,21,81.3,0
Wheat,Alluvial Soil,Maturation,28,21,89.5,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,18,17,85.7,0
Carrot,Sandy Soil,Pollination,78,25,84.7,0
Chilli,Clay Soil,Germination,51,40,16.3,1
Chilli,Sandy Soil,Germination,21,46,20.5,1
Chilli,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,14,90.5,0
Chilli,Black Soil,Flowering,64,26,62.6,0
Wheat,Red Soil,Maturation,60,17,88.9,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,19,35,27.0,1
Wheat,Sandy Soil,Pollination,92,40,42.0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,64,27,77.4,1
Carrot,Sandy Soil,Germination,38,39,26.5,1
Wheat,Alluvial Soil,Harvest,74,31,53.6,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,66,27,70.9,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,22,25,80.7,1
Wheat,Black Soil,Seedling Stage,35,25,81.3,0
Wheat,Alluvial Soil,Flowering,30,37,33.8,1
Carrot,Sandy Soil,Germination,48,29,64.3,1
Chilli,Red Soil,Flowering,21,30,59.2,1
Tomato,Chalky Soil,Seedling Stage,31,16,91.0,0
Carrot,Clay Soil,Pollination,37,36,30.6,1
Carrot,Loam Soil,Germination,27,39,44.0,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,7,13,89.6,0
Wheat,Sandy Soil,Seedling Stage,89,25,70.3,0
Wheat,Sandy Soil,Flowering,43,26,81.3,0
Carrot,Sandy Soil,Flowering,23,40,26.3,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,37,24,73.1,0
Tomato,Red Soil,Pollination,8,19,83.3,0
Wheat,Sandy Soil,Harvest,15,36,27.8,1
Tomato,Red Soil,Seedling Stage,28,19,90.9,0
Chilli,Chalky Soil,Flowering,26,32,60.3,1
Tomato,Red Soil,Germination,71,26,69.8,1
Chilli,Loam Soil,Seedling Stage,13,20,81.5,0
Wheat,Clay Soil,Pollination,31,14,91.0,0
Wheat,Alluvial Soil,Flowering,20,15,90.1,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,86,32,69.4,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,44,33,61.9,1
Chilli,Red Soil,Seedling Stage,60,15,90.1,0
Potato,Clay Soil,Pollination,44,29,68.6,1
Wheat,Clay Soil,Maturation,92,36,45.8,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,28,16,87.4,0
Wheat,Red Soil,Seedling Stage,2,19,85.2,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,54,45,22.7,1
Potato,Loam Soil,Seedling Stage,48,38,60.9,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,9,17,61.6,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,84,35,59.0,0
Wheat,Alluvial Soil,Maturation,21,18,87.6,0
Wheat,Sandy Soil,Pollination,35,43,33.2,1
Chilli,Sandy Soil,Harvest,32,34,49.8,1
Carrot,Loam Soil,Germination,24,46,16.1,1
Wheat,Loam Soil,Pollination,8,23,80.6,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,17,17,86.8,0
Carrot,Sandy Soil,Pollination,86,40,39.6,0
Wheat,Black Soil,Maturation,26,14,91.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,37,21,84.4,0
Chilli,Chalky Soil,Flowering,37,39,70.4,1
Chilli,Chalky Soil,Flowering,40,24,76.4,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,21,19,81.2,0
Wheat,Red Soil,Seedling Stage,25,18,85.5,0
Tomato,Loam Soil,Seedling Stage,30,16,81.4,0
Tomato,Loam Soil,Seedling Stage,29,20,81.9,0
Carrot,Clay Soil,Seedling Stage,13,42,24.4,1
Carrot,Loam Soil,Seedling Stage,14,18,83.5,0
Chilli,Red Soil,Seedling Stage,53,15,91.0,0
Carrot,Loam Soil,Harvest,27,39,26.1,1
Carrot,Sandy Soil,Pollination,24,19,87.7,0
Carrot,Loam Soil,Seedling Stage,80,30,81.4,0
Carrot,Sandy Soil,Flowering,65,28,82.2,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,9,21,79.3,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,96,28,72.1,0
Potato,Clay Soil,Germination,92,29,63.8,0
Carrot,Loam Soil,Germination,23,46,15.2,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,9,30,48.2,1
Wheat,Red Soil,Seedling Stage,21,24,79.2,0
Wheat,Clay Soil,Maturation,48,43,33.3,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,30,32,62.9,1
Chilli,Chalky Soil,Flowering,1,16,90.1,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,90,38,60.8,0
Chilli,Chalky Soil,Flowering,9,41,35.5,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,89,32,44.7,0
Carrot,Clay Soil,Seedling Stage,80,29,54.2,0
Carrot,Clay Soil,Germination,7,14,25.3,1
Tomato,Red Soil,Seedling Stage,92,24,79.7,0
Wheat,Clay Soil,Maturation,15,44,87.3,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,94,27,79.0,0
Tomato,Clay Soil,Pollination,9,17,86.8,0
Tomato,Clay Soil,Pollination,39,30,71.8,1
Potato,Loam Soil,Seedling Stage,20,25,20.7,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,28,13,91.0,0
Tomato,Clay Soil,Flowering,35,13,87.6,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,46,36,29.1,1
Chilli,Red Soil,Fruit/Grain/Bulb Formation,10,18,88.9,0
Chilli,Black Soil,Flowering,74,31,91.0,0
Chilli,Black Soil,Seedling Stage,21,19,79.3,1
Tomato,Clay Soil,Flowering,9,17,89.2,1
Wheat,Sandy Soil,Maturation,28,15,83.4,0
Wheat,Sandy Soil,Pollination,36,18,83.1,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,50,17,91.0,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,18,45,21.3,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,16,89.8,0
Wheat,Black Soil,Seedling Stage,22,45,15.0,1
Wheat,Black Soil,Seedling Stage,9,39,30.3,1
Wheat,Sandy Soil,Harvest,29,33,46.6,1
Potato,Sandy Soil,Pollination,16,36,24.7,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,9,17,82.9,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,49,40,29.0,1
Wheat,Black Soil,Germination,23,15,90.6,0
Wheat,Alluvial Soil,Seedling Stage,31,25,84.9,0
Wheat,Sandy Soil,Pollination,31,19,86.9,0
Wheat,Red Soil,Pollination,4,13,91.0,0
Carrot,Sandy Soil,Germination,13,32,45.2,1
Potato,Clay Soil,Germination,66,32,43.7,1
Carrot,Sandy Soil,Seedling Stage,39,22,83.7,0
Potato,Clay Soil,Germination,86,32,66.9,0
Chilli,Red Soil,Seedling Stage,20,16,87.7,0
Carrot,Sandy Soil,Pollination,21,24,56.1,1
Wheat,Black Soil,Harvest,70,35,33.7,0
Potato,Loam Soil,Pollination,92,32,68.7,0
Chilli,Red Soil,Seedling Stage,39,27,70.8,0
Wheat,Alluvial Soil,Flowering,25,16,89.0,0
Wheat,Red Soil,Maturation,21,14,89.6,0
Carrot,Sandy Soil,Pollination,25,38,16.3,1
Carrot,Clay Soil,Germination,93,27,67.0,0
Tomato,Clay Soil,Seedling Stage,46,29,74.8,1
Potato,Sandy Soil,Flowering,1,14,88.2,1
Carrot,Loam Soil,Pollination,73,28,75.9,0
Carrot,Loam Soil,Seedling Stage,25,31,36.8,1
Potato,Chalky Soil,Germination,28,44,17.2,1
Chilli,Red Soil,Seedling Stage,25,15,89.5,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,16,19,86.3,0
Wheat,Red Soil,Seedling Stage,7,19,87.9,0
Wheat,Clay Soil,Harvest,2,18,82.8,0
Carrot,Sandy Soil,Pollination,23,44,15.0,1
Tomato,Loam Soil,Seedling Stage,12,24,78.6,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,20,44,28.9,1
Wheat,Alluvial Soil,Seedling Stage,41,34,62.9,0
Wheat,Clay Soil,Pollination,83,26,66.3,0
Wheat,Black Soil,Maturation,20,28,89.6,1
Chilli,Sandy Soil,Maturation,72,28,83.5,0
Wheat,Black Soil,Pollination,11,40,33.8,1
Carrot,Loam Soil,Seedling Stage,17,19,84.9,0
Wheat,Clay Soil,Harvest,27,13,91.0,0
Potato,Sandy Soil,Germination,28,22,82.6,0
Wheat,Clay Soil,Pollination,17,35,72.8,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,18,28,61.6,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,1,22,81.0,0
Carrot,Sandy Soil,Seedling Stage,52,44,24.6,1
Potato,Clay Soil,Germination,11,21,88.0,0
Chilli,Red Soil,Flowering,80,23,83.6,0
Carrot,Loam Soil,Pollination,1,42,16.4,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,24,36,36.0,1
Chilli,Red Soil,Germination,28,17,88.4,0
Potato,Clay Soil,Seedling Stage,4,22,90.4,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,27,13,88.7,0
Chilli,Chalky Soil,Harvest,61,36,35.4,1
Wheat,Red Soil,Harvest,96,23,81.2,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,15,29,45.0,1
Carrot,Red Soil,Maturation,80,32,39.1,1
Potato,Sandy Soil,Flowering,35,29,71.7,1
Potato,Sandy Soil,Pollination,34,33,67.9,1
Tomato,Clay Soil,Germination,87,32,57.2,0
Wheat,Clay Soil,Seedling Stage,11,46,15.0,1
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,30,14,89.3,0
Chilli,Red Soil,Flowering,17,17,85.8,0
Carrot,Clay Soil,Pollination,72,14,91.0,0
Chilli,Sandy Soil,Germination,21,18,87.1,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,31,26,62.6,1
Potato,Sandy Soil,Seedling Stage,45,26,82.6,1
Wheat,Black Soil,Germination,70,41,38.9,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,41,25.8,1
Chilli,Red Soil,Seedling Stage,17,24,79.9,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,55,22,89.2,0
Carrot,Clay Soil,Harvest,16,33,41.1,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,9,16,88.4,0
Chilli,Red Soil,Germination,23,14,88.7,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,70,30,31.8,0
Wheat,Clay Soil,Pollination,81,29,66.9,0
Tomato,Loam Soil,Flowering,16,45,15.0,1
Wheat,Clay Soil,Seedling Stage,11,20,48.4,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,21,14,91.0,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,40,14,91.0,0
Tomato,Red Soil,Seedling Stage,13,22,81.0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,74,15,83.7,0
Wheat,Alluvial Soil,Maturation,33,27,47.7,1
Wheat,Alluvial Soil,Maturation,14,18,90.9,0
Chilli,Sandy Soil,Flowering,19,44,15.0,1
Chilli,Red Soil,Seedling Stage,23,21,85.0,0
Carrot,Loam Soil,Pollination,37,15,88.6,0
Chilli,Chalky Soil,Seedling Stage,75,29,80.3,0
Carrot,Sandy Soil,Germination,64,26,81.4,0
Carrot,Clay Soil,Germination,44,27,78.5,1
Wheat,Sandy Soil,Maturation,13,34,28.9,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,39,22,80.1,1
Chilli,Chalky Soil,Seedling Stage,63,21,84.4,0
Potato,Black Soil,Seedling Stage,28,31,64.9,1
Carrot,Clay Soil,Germination,15,43,28.1,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,30,13,91.0,0
Wheat,Alluvial Soil,Seedling Stage,20,26,72.3,1
Wheat,Alluvial Soil,Pollination,24,34,39.2,1
Chilli,Black Soil,Flowering,10,19,83.0,0
Wheat,Black Soil,Seedling Stage,50,22,82.3,0
Chilli,Chalky Soil,Seedling Stage,34,20,83.3,0
Wheat,Loam Soil,Pollination,99,37,58.4,1
Carrot,Loam Soil,Seedling Stage,73,19,46.5,0
Carrot,Clay Soil,Seedling Stage,40,18,83.4,0
Wheat,Black Soil,Seedling Stage,32,30,70.9,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,28,35,49.9,1
Chilli,Chalky Soil,Seedling Stage,28,32,64.2,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,57,21,83.5,0
Carrot,Sandy Soil,Flowering,8,28,62.3,1
Tomato,Clay Soil,Seedling Stage,14,15,90.1,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,15,89.9,0
Potato,Sandy Soil,Seedling Stage,14,19,83.2,0
Tomato,Loam Soil,Germination,18,20,83.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,5,24,81.6,0
Tomato,Clay Soil,Seedling Stage,47,30,63.4,1
Carrot,Red Soil,Pollination,32,17,91.0,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,75,45,16.9,0
Chilli,Chalky Soil,Seedling Stage,7,44,15.3,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,20,14,91.0,0
Carrot,Loam Soil,Seedling Stage,39,44,15.0,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,23,25,81.4,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,91,34,51.9,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,30,29,46.9,1
Wheat,Clay Soil,Seedling Stage,27,22,81.6,0
Potato,Alluvial Soil,Pollination,33,20,85.4,0
Tomato,Red Soil,Seedling Stage,44,18,91.0,0
Carrot,Loam Soil,Seedling Stage,15,17,89.8,0
Carrot,Loam Soil,Pollination,68,39,42.4,1
Wheat,Black Soil,Pollination,10,46,15.0,1
Chilli,Sandy Soil,Seedling Stage,23,43,15.0,1
Tomato,Red Soil,Seedling Stage,14,46,17.5,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,95,35,69.9,0
Potato,Loam Soil,Germination,100,32,71.2,0
Carrot,Sandy Soil,Seedling Stage,58,37,59.0,1
Carrot,Loam Soil,Seedling Stage,70,44,33.4,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,23,30,30.0,1
Chilli,Chalky Soil,Seedling Stage,67,42,37.4,1
Wheat,Black Soil,Pollination,21,16,91.0,0
Chilli,Chalky Soil,Seedling Stage,19,14,87.3,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,90,33,50.9,0
Wheat,Red Soil,Harvest,61,19,85.1,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,2,17,81.5,1
Wheat,Alluvial Soil,Maturation,42,16,82.1,0
Tomato,Loam Soil,Flowering,8,45,15.1,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,15,19,83.4,0
Tomato,Red Soil,Flowering,5,22,80.0,0
Chilli,Black Soil,Flowering,95,39,59.8,1
Wheat,Clay Soil,Pollination,98,34,53.4,0
Carrot,Sandy Soil,Pollination,57,40,24.4,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,18,13,91.0,0
Tomato,Clay Soil,Seedling Stage,17,21,84.6,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,86,43,38.7,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,40,25,86.2,0
Carrot,Loam Soil,Germination,29,20,88.6,0
Wheat,Clay Soil,Harvest,13,31,44.1,1
Chilli,Red Soil,Seedling Stage,11,42,16.9,1
Carrot,Loam Soil,Germination,31,19,81.3,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,23,13,91.0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,21,14,87.7,0
Wheat,Black Soil,Maturation,47,36,64.5,1
Carrot,Sandy Soil,Flowering,11,35,39.4,1
Carrot,Loam Soil,Seedling Stage,15,25,51.4,1
Wheat,Red Soil,Maturation,19,18,89.4,0
Tomato,Loam Soil,Seedling Stage,34,29,79.1,1
Chilli,Red Soil,Germination,88,30,69.9,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,16,24,83.6,0
Potato,Clay Soil,Flowering,30,42,33.6,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,8,40,15.1,1
Potato,Clay Soil,Flowering,16,44,15.0,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,2,16,70.2,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,99,32,54.6,0
Carrot,Sandy Soil,Pollination,96,31,73.3,0
Wheat,Black Soil,Harvest,26,15,83.8,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,53,31,40.3,1
Wheat,Black Soil,Seedling Stage,54,30,85.5,0
Potato,Loam Soil,Seedling Stage,18,14,91.0,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,89,37,57.6,0
Carrot,Clay Soil,Flowering,20,28,84.6,0
Tomato,Loam Soil,Seedling Stage,37,39,44.5,1
Chilli,Red Soil,Seedling Stage,47,23,81.7,0
Carrot,Loam Soil,Pollination,8,20,84.2,0
Wheat,Black Soil,Harvest,29,44,33.3,1
Carrot,Loam Soil,Seedling Stage,44,44,17.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,28,42,21.5,0
Wheat,Red Soil,Harvest,26,14,91.0,0
Chilli,Chalky Soil,Flowering,87,34,59.3,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,22,32,69.7,1
Potato,Loam Soil,Germination,2,18,79.8,0
Carrot,Red Soil,Pollination,85,29,81.3,0
Carrot,Loam Soil,Pollination,14,35,47.3,1
Wheat,Alluvial Soil,Harvest,26,26,83.8,0
Wheat,Sandy Soil,Flowering,26,39,27.8,1
Potato,Clay Soil,Germination,41,37,17.6,1
Potato,Clay Soil,Pollination,21,36,29.7,1
Carrot,Clay Soil,Seedling Stage,22,43,17.5,1
Wheat,Alluvial Soil,Harvest,24,34,52.4,1
Wheat,Chalky Soil,Seedling Stage,89,39,37.7,0
Potato,Sandy Soil,Germination,10,17,82.3,0
Wheat,Sandy Soil,Seedling Stage,91,26,81.6,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,2,44,16.5,1
Wheat,Clay Soil,Flowering,32,20,88.7,0
Wheat,Black Soil,Seedling Stage,45,32,43.7,1
Carrot,Loam Soil,Flowering,20,44,15.0,1
Wheat,Red Soil,Harvest,6,18,84.3,0
Chilli,Chalky Soil,Germination,7,16,84.5,0
Chilli,Sandy Soil,Germination,16,39,21.6,1
Chilli,Sandy Soil,Flowering,39,46,15.0,1
Potato,Loam Soil,Pollination,74,30,82.9,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,22,22,86.4,0
Tomato,Loam Soil,Germination,13,46,18.1,1
Carrot,Chalky Soil,Flowering,10,41,24.2,1
Tomato,Clay Soil,Seedling Stage,13,17,82.7,0
Chilli,Red Soil,Harvest,12,34,45.4,1
Carrot,Clay Soil,Pollination,33,37,61.8,1
Chilli,Black Soil,Seedling Stage,18,42,15.4,1
Chilli,Red Soil,Seedling Stage,12,19,84.8,0
Chilli,Chalky Soil,Seedling Stage,25,14,91.0,0
Carrot,Loam Soil,Pollination,18,37,30.7,1
Carrot,Clay Soil,Seedling Stage,45,44,15.0,1
Chilli,Red Soil,Seedling Stage,52,30,75.1,1
Wheat,Red Soil,Germination,1,15,90.2,0
Carrot,Red Soil,Pollination,43,27,76.5,1
Carrot,Loam Soil,Seedling Stage,15,21,83.0,0
Potato,Clay Soil,Seedling Stage,44,46,82.9,1
Chilli,Chalky Soil,Seedling Stage,6,43,17.7,1
Potato,Clay Soil,Pollination,27,42,43.8,1
Potato,Sandy Soil,Seedling Stage,31,36,34.9,1
Chilli,Red Soil,Germination,89,23,80.6,0
Potato,Clay Soil,Pollination,31,38,26.8,1
Wheat,Alluvial Soil,Maturation,71,39,42.7,1
Wheat,Black Soil,Maturation,57,41,17.3,1
Tomato,Red Soil,Seedling Stage,93,26,68.3,0
Wheat,Black Soil,Harvest,41,24,78.5,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,15,46,18.2,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,29,16,91.0,0
